Packet,Sequence,Delay,Jitter,Skew,Bandwidth
469,0,0,0,0,10.384
470,1,0.0007230000001072767,4.5187500006704795e-05,-0.0007230000001072767,20.768
471,2,2.521903000000293,0.1576613007812746,-2.5226260000004004,31.152
472,3,10.196632999999565,0.7850970319824178,-12.719258999999965,41.536
473,4,0.7348970000002737,0.7819595299835338,-13.45415600000024,51.92
474,5,0.000713999999788939,0.7331316843595498,-13.454870000000028,62.304
475,6,0.27989000000025044,0.7048040790870935,-13.734760000000279,72.688
476,7,0.0006619999999202264,0.6607951991441452,-13.735422000000199,83.072
477,8,1.9991150000000744,0.7444401866976408,-15.734537000000273,93.456
478,10,2.759842999999819,0.8704028625290269,-18.494380000000092,103.84
479,11,0.16503200000033758,0.8263171836209838,-18.65941200000043,114.224
481,12,0.3011289999994915,0.7934929221446405,-18.96054099999992,124.608
482,13,2.070292000000336,0.8732928645106215,-21.030833000000257,126.36
484,14,0.19956599999977698,3.306239185478722,18.769600999999966,136.744
485,15,5.97653500000024,3.4731326738863166,12.793065999999726,141.448
496,16,49.75273599999991,5.146515881768427,43.04032999999981,148.176
512,17,88.73764600000004,5.370961514157903,34.30268399999977,153.664
534,19,109.7671919999998,5.674826919523047,44.53549199999998,161.408
546,20,99.95757600000024,6.567498737052873,24.577915999999732,171.792
547,21,0.0016569999997955165,6.157133628487055,24.576258999999936,174.752
561,22,62.60926800000016,6.859233526706604,41.96699099999978,185.136
563,23,16.443451000000096,7.4582471187874475,25.523539999999684,195.52
564,24,0.03521299999965777,6.99430748636321,25.488327000000027,200.344
569,25,18.295890000000327,7.913670143465489,47.1924369999997,210.728
584,26,17.72067500000003,8.526607946998897,29.47176199999967,221.112
585,27,0.8916199999998753,8.049421200311459,28.580141999999796,231.496
586,29,5.202397999999903,7.871482250291987,23.377743999999893,241.88
587,30,0.009864000000106898,7.380131109648744,23.367879999999786,252.264
588,31,0.5099970000001122,6.950747727795704,22.857882999999674,262.648
590,32,2.91476399999965,6.698498744808451,19.943119000000024,273.032
591,33,0.26812500000005457,6.296600385757927,19.67499399999997,283.416
592,34,0.25625799999988885,5.919078986648049,19.41873600000008,293.8
593,35,0.9296680000002198,5.60724079998256,18.48906799999986,304.184
594,36,0.0015410000000883883,5.2568845624836555,18.487526999999773,314.568
595,37,0.3290069999998195,4.948892214828415,18.158519999999953,324.952
596,38,4.51381500000025,4.921699888901655,13.644704999999703,335.336
597,39,1.4208389999998872,4.702896083345294,12.223865999999816,345.72
598,40,0.0008480000001327426,4.409018078136222,12.223017999999684,348.16
621,41,38.50533399999995,6.726871073252739,53.717683999999736,358.544
623,42,3.8197140000002037,6.545173756174456,49.89796999999953,368.928
624,43,23.391265999999632,7.5980545214135295,26.5067039999999,379.312
625,44,0.012743000000227767,7.123972551325198,26.493960999999672,389.696
626,45,0.3902729999999792,6.703116329367372,26.103687999999693,398.976
640,47,70.5213590000003,6.876586621281892,35.58232899999939,409.36
641,48,3.3651309999995647,6.657120644951747,32.217197999999826,413.912
647,49,19.731657999999697,7.507821979642282,52.48554000000013,424.296
649,50,7.080074999999852,7.48108779341463,45.40546500000028,434.68
651,51,22.842273000000205,8.441161868826228,22.563192000000072,442.816
662,52,77.75226800000019,8.054072502024578,24.810923999999886,453.2
663,53,2.0897670000003927,7.681303408148066,22.721156999999494,463.584
664,54,0.28989699999965524,7.21934050763879,22.43125999999984,473.968
665,55,0.27589499999976397,6.785375163411351,22.155365000000074,484.352
666,56,2.2886029999999664,6.50432690319814,19.866762000000108,486.328
676,57,50.382566000000224,7.948896096748243,49.48419599999988,496.712
678,58,23.800594000000274,8.939627215701496,25.68360199999961,507.096
679,60,0.03180900000006659,8.382888577220156,25.651792999999543,513.376
688,61,37.37079899999935,8.023283103643937,28.28099400000019,523.76
689,62,0.0016130000003613532,7.521928722166214,28.27938099999983,534.144
690,63,1.6304559999998673,7.153711677030818,26.648924999999963,544.528
691,64,0.2967870000002222,6.725153884716406,26.35213799999974,554.912
692,65,2.5985319999999774,6.467240016921629,23.753605999999763,556.16
711,66,68.23023199999989,6.798648015864034,35.523373999999876,566.544
713,67,10.357152999999926,7.021054577372527,25.16622099999995,576.928
714,68,1.1847680000000764,6.656286666286749,23.981452999999874,581.352
734,69,55.770830999999816,7.754591812143839,48.21062200000006,450.288
735,70,1.5803750000004584,7.368703261384877,46.6302469999996,460.672
736,71,2.5432270000001154,7.0671109950483295,44.087019999999484,471.056
738,72,12.717133000000103,7.420237370357816,31.36988699999938,479.872
742,73,30.565714999999727,7.54611534721047,40.80417199999965,483.528
754,74,9.105548999999883,7.643579950509808,31.69862299999977,493.912
755,75,2.435136000000057,7.3180522036029485,29.263486999999714,504.296
756,76,5.7807199999997465,7.2219689408777485,23.482766999999967,510.208
774,77,80.26721300000008,6.787296694572895,23.215553999999884,515.104
775,79,0.29191400000036083,6.381335276162112,22.923639999999523,525.488
776,80,1.6417339999998148,6.085110196401969,21.281905999999708,535.872
777,81,0.36438100000032136,5.727564621626866,20.917524999999387,546.256
778,82,0.007989999999153952,5.3700912077751335,20.909535000000233,556.64
779,83,5.482249000000593,5.377101069789225,15.42728599999964,567.024
780,84,0.007754999999633583,5.041516940427376,15.419531000000006,577.408
781,85,0.008337000000210537,4.726943194150678,15.411193999999796,587.568
798,86,47.37228799999957,6.4707412445162875,48.038906000000225,597.952
799,87,0.016692000000148255,6.067363166734029,48.022214000000076,602.176
814,88,54.62638500000048,6.602302031313182,33.395828999999594,604.816
