Packet,Sequence,Delay,Jitter,Skew,Bandwidth
344,0,0,0,0,10.4
345,1,0.019650000000183354,0.0012281250000114596,-0.019650000000183354,20.8
346,2,0.007857999999032472,0.001642492187450273,-0.027507999999215826,31.2
347,3,0.0067780000008497154,0.001963461425787738,-0.03428600000006554,37.024
348,4,0.006922999999005697,0.0022734325866138605,-0.04120899999907124,47.424
349,5,0.006513000000268221,0.002538405549967258,-0.04772199999933946,57.824
350,6,0.006681000000753556,0.0027973177031414016,-0.054403000000093016,60.184
351,7,0.006803999998737709,0.003047735346616171,-0.061206999998830725,70.584
352,8,0.0068019999998796266,0.003282376887445137,-0.06800899999871035,80.984
353,9,0.006525000000692671,0.003485040832023108,-0.07453399999940302,82.112
354,10,0.006398999999873922,0.003667163280013784,-0.08093299999927694,92.512
355,11,0.006736999999702675,0.0038590280749943398,-0.08766999999897962,102.912
356,12,0.0066520000000309665,0.004033588820309129,-0.09432199999901059,103.536
357,13,0.006973999999900116,0.004217364519033566,-0.1012959999989107,113.936
358,14,0.007069000001138193,0.004395591736665105,-0.1083650000000489,124.336
359,15,0.006519999998999992,0.004528367253061035,-0.11488499999904889,126.016
371,16,62.5874500000009,0.4675297192996885,7.297665000000052,130.304
372,17,0.02116799999930663,0.43963211184341466,7.276497000000745,132.224
373,18,0.008418000001256587,0.41268122985327976,7.268078999999489,133.816
374,19,0.007678999998461222,0.3873685904873536,7.260400000001027,135.12
375,20,0.007488000001103501,0.363626053581963,7.252911999999924,137.016
387,21,105.10012900000038,0.6596574877331141,2.1527829999995447,142.592
388,22,0.028480999999374035,0.6202089572497553,2.1243020000001707,145.912
389,23,0.010495999998965999,0.582101897421581,2.1138060000012047,149.544
390,24,0.008914000000004307,0.5462776538327325,2.1048920000012004,153.68
391,25,0.009297000000515254,0.512716362968219,2.095595000000685,157.736
395,26,27.2034220000005,0.6554577152826739,4.892173000000184,163.36
396,27,0.03674300000056974,0.6167880455775424,4.855429999999615,168.2
397,28,0.013007999999899766,0.5790517927289397,4.842421999999715,172.416
398,29,0.01285699999971257,0.543664618183363,4.829565000000002,177.2
399,30,0.011440999998740153,0.510400642046824,4.818124000001262,182.216
407,31,71.86191100000178,0.594870039419009,2.9562129999994795,188.736
408,32,0.024791999998342362,0.5592401619552173,2.931421000001137,195.92
409,33,0.010526000000027125,0.5249455268330179,2.92089500000111,203.704
410,34,0.009630000000470318,0.49273830640598365,2.9112650000006397,211.864
411,35,0.010218999999779044,0.4625808497555959,2.9010460000008607,220.496
424,36,99.72145900000032,0.451078359145851,3.179587000000538,227.424
425,37,0.02049500000066473,0.42416689919927686,3.1590919999998732,237.112
426,38,0.0102100000003702,0.3982945929993452,3.148881999999503,247.064
427,39,0.009209999998347485,0.37397680593678284,3.1396720000011555,256.424
428,40,0.009202000001096167,0.3511783805658024,3.1304700000000594,266.304
435,41,59.889124999999694,0.3361594192804589,3.241345000000365,273.36
436,42,0.012044999999488937,0.3159022680753983,3.229300000000876,283.76
437,43,0.005661000001055072,0.2965121888207518,3.223638999999821,286.552
438,44,0.0048349999997299165,0.27828236451943794,3.218804000000091,296.952
439,45,0.012403999999150983,0.26166496673692,3.20640000000094,300.448
440,46,0.005745000000388245,0.2456699688158868,3.200655000000552,310.848
441,47,0.004618000000846223,0.23060422076494674,3.1960369999997056,315.256
442,48,0.004519999998592539,0.2164739569670496,3.191517000001113,325.656
443,49,0.00464300000021467,0.2032345221566224,3.1868740000008984,330.088
448,50,41.983908000000156,0.3145266145218433,1.2029660000007425,337.464
450,51,0.03027000000111002,0.29676057611429746,1.1726959999996325,347.864
451,52,0.01325399999950605,0.279041415107123,1.1594420000001264,349.792
452,53,0.01045200000044133,0.2622545766629554,1.148989999999685,360.192
453,54,0.009564999998474377,0.24646147812142533,1.1394250000012107,362.768
454,55,0.009440000001632143,0.23164763573893826,1.1299849999995786,373.168
455,56,0.009306999998443644,0.21775134600515736,1.120678000001135,375.832
456,57,0.0096030000004248,0.20474207437986158,1.1110750000007101,386.232
457,58,0.014719000000695814,0.1928656322311637,1.0963560000000143,389.416
468,59,100.00480199999947,0.181111655216683,1.0915540000005421,399.072
469,60,0.0357399999993504,0.1720259267655997,1.0558140000011917,409.472
470,61,0.01412000000163971,0.16215680634285218,1.041693999999552,416.944
471,62,0.012472999998863088,0.15280156844635287,1.029221000000689,427.344
472,63,0.012212999999974272,0.1440147829184542,1.0170080000007147,437.248
473,64,0.012555999999676715,0.1357986089860306,1.004452000001038,447.648
474,65,0.01191600000129256,0.12805594592448447,0.9925359999997454,456.232
475,66,0.012974999999642023,0.12086338680418181,0.9795610000001034,466.632
476,67,0.009187999999994645,0.11388367512892011,0.9703730000001087,474.2
483,68,62.75003900000047,0.27864338293339197,-1.7796660000003612,480.944
484,69,0.015806999999767868,0.26221610900004044,-1.795473000000129,491.344
485,70,0.005594999998720596,0.24617728968745795,-1.8010679999988497,494.24
486,71,0.004829999999856227,0.23109308408198284,-1.805897999998706,504.64
487,72,0.004652000001442502,0.21694051632694908,-1.8105500000001484,509.056
488,73,0.004471999998713727,0.20366123405643438,-1.8150219999988622,519.456
489,74,0.004460000000108266,0.191211156927914,-1.8194819999989704,522.384
490,75,0.004874000000199885,0.17956508461993187,-1.8243559999991703,532.784
491,76,0.004865000000791042,0.16864632933123558,-1.8292209999999614,533.784
498,77,64.32915700000012,0.5125336212480257,3.8416219999999157,541.224
499,78,0.022651999999652617,0.4819160199200024,3.818970000000263,551.624
500,79,0.007004999999480788,0.45223408117496977,3.8119650000007823,555.384
