Paket,Sequenz,Delta (ms),Jitter (ms),Versatz,Bandbreite
584,0,0,0,0,10.384
587,1,5.652475000000777,0.35327968750004857,-5.652475000000777,14.192
588,2,4.517863999999463,0.613566207031262,-10.17033900000024,24.576
589,3,0.0020690000001195585,0.5753476315918156,-10.17240800000036,28.72
590,4,1.0499049999998533,0.6050074671173179,-11.222313000000213,39.104
591,5,0.5255639999995765,0.6000422504224591,-11.74787699999979,49.504
592,6,0.0018010000003414461,0.5626521722710767,-11.74967800000013,59.904
593,7,0.04739100000006147,0.5304483490041382,-11.797069000000192,70.304
594,8,0.08046199999989767,0.5023242021913732,-11.87753100000009,80.704
595,9,0.8018320000010135,0.5210434395544757,-12.679363000001104,91.104
596,10,0.22444399999949383,0.5025059745822893,-12.903807000000597,94.032
617,11,67.57217300000048,1.2478385386708664,-0.47598000000107277,99.536
618,12,0.22224999999889405,1.1837392550038681,-0.6982299999999668,100.2
634,13,84.89161100000092,1.415481239066184,-5.589841000000888,105.072
641,14,32.849623000000065,1.7739122241245433,1.560535999999047,111.008
642,15,0.0010089999996125698,1.663105772616735,1.5595269999994343,113.464
654,16,81.2815640000008,1.639259411828239,0.2779629999986355,123.848
656,17,4.23798799999895,1.8016799485889086,-3.9600250000003143,125.392
668,18,53.91127100000085,3.3196205143020485,22.128703999998834,135.776
671,19,26.008474999998725,4.737673919658091,-3.8797709999998915,145.776
672,20,0.08753600000090955,4.447040299679517,-3.967307000000801,156.16
673,21,1.2455539999991743,4.246947405949496,-5.212860999999975,157.4
687,22,72.97783700000036,4.4203983805776295,1.8093019999996613,164.776
688,23,0.20753100000001723,4.157094169291529,1.6017709999996441,175.16
689,24,2.373367000000144,4.045611221210818,-0.7715960000004998,179.096
691,25,2.843893000001117,3.9705038323852113,-3.6154890000016167,189.48
692,26,1.0223149999983434,3.786242030361032,-4.63780399999996,199.704
693,27,4.0896410000004835,3.805204465963498,-8.727445000000444,203.664
697,28,20.151464000000487,4.807912686840749,11.121090999999069,214.048
698,29,0.5781859999988228,4.543554768913128,10.542905000000246,224.448
699,30,0.0007650000006833579,4.2596304083561005,10.542139999999563,234.848
706,31,14.8691230000004,4.922723695333869,-4.326983000000837,245.248
707,32,1.8171170000005077,4.728623276875534,-6.144100000001345,255.648
708,34,0.30634699999973236,4.452231009570796,-6.450447000001077,266.048
709,35,6.571329000000333,4.584674633972642,-13.02177600000141,269.24
728,36,65.60791399999835,5.1976378443494555,1.370310000000245,279.624
