Packet,Sequence,Delay,Jitter,Skew,Bandwidth
422,0,0,0,0,10.384
423,1,0.008856999999807158,0.0005535624999879474,-0.008856999999807158,20.768
424,2,0.19404300000041985,0.012646652343764941,-0.202900000000227,31.152
425,3,3.963112999999794,0.25955079907226675,-4.166013000000021,41.536
426,4,0.008655999999973574,0.2438698741302484,-4.174668999999994,51.92
427,5,0.004952999999659369,0.2289375694970866,-4.179621999999654,62.304
428,6,0.1196090000003096,0.22210453390353804,-4.299230999999963,72.688
429,7,0.135349999999562,0.21668237553453953,-4.434580999999525,83.072
430,8,0.28697400000055495,0.2210756020636655,-4.72155500000008,93.456
431,9,0.0017499999994470272,0.20736775193465184,-4.723304999999527,103.84
432,10,0.010568000000603206,0.1950677674387738,-4.733873000000131,114.224
433,11,0.006719999999404536,0.18329603197381322,-4.740592999999535,124.168
444,12,66.30009700000028,1.0280839674754325,8.959310000000187,134.552
448,13,1.671664999999848,1.0683077820082085,7.287645000000339,144.936
449,14,1.1330770000004122,1.0723558581327213,6.1545679999999265,150.168
457,15,43.88552600000003,1.248178991999428,2.2690419999998994,160.552
459,16,3.9899289999993925,1.4195383674994257,-1.7208869999994931,168.912
470,17,76.13880000000063,1.5721422195306722,2.1403129999998782,179.296
472,18,6.4038369999998395,1.8741231433099952,-4.263523999999961,186.752
485,19,71.85986400000002,2.26574894685312,3.876612000000023,197.136
486,20,0.0020450000001801527,2.124267450174811,3.8745669999998427,207.52
487,21,0.0016889999997147243,1.9916062970388673,3.872878000000128,210.768
498,22,48.51494099999945,2.3993147159739037,-4.642062999999325,221.152
499,23,0.13398600000073202,2.2577316712255806,-4.776049000000057,231.536
500,24,0.005008999999517982,2.116936504273952,-4.781057999999575,235.808
517,25,78.56130200000007,2.0745465977568256,-3.342359999999644,246.192
518,26,0.19897099999980128,1.9573231228970116,-3.5413309999994453,256.576
519,27,0.0042320000002291636,1.8352549277159627,-3.5455629999996745,266.96
520,28,0.0033810000004450558,1.7207628072337429,-3.5489440000001196,270.448
533,29,74.0492549999999,1.98513669428164,2.4018009999999776,280.832
535,30,4.397428999999647,2.1359049633890157,-1.9956279999996696,291.216
536,31,0.0020389999999679276,2.0025383406772,-1.9976669999996375,301.6
537,32,0.0017029999999067513,1.8774861318848692,-1.9993699999995442,307.664
542,33,34.178461999999854,2.123989373642074,3.8221680000006018,318.048
547,34,6.046064000000115,2.3691190377894515,-2.223895999999513,328.432
548,35,0.1674170000005688,2.2315126604276463,-2.391313000000082,338.816
549,36,0.12952599999971426,2.1001384941509005,-2.520838999999796,349.2
550,37,0.011809999999968568,1.9696179632664672,-2.532648999999765,359.584
551,38,0.23603900000034628,1.8612692780623346,-2.768688000000111,366.536
560,39,74.11311899999964,2.1128700106834613,3.1181930000002467,376.92
567,40,2.9503310000000056,2.165211322515745,0.1678620000002411,387.304
568,41,0.09243500000047788,2.035662802358541,0.07542699999976321,397.688
569,42,0.46696699999938573,1.9376193147110936,-0.3915399999996225,399.8
581,43,82.21771200000057,1.9551251075416862,-2.609252000000197,410.184
582,44,0.15422099999977945,1.842568600820317,-2.7634729999999763,420.568
583,45,0.3325349999995524,1.7481915007690192,-3.0960079999995287,430.952
584,46,0.0013349999999263673,1.639012969470951,-3.097342999999455,435.376
597,47,72.89130999999998,1.980867783879018,4.011347000000569,445.76
598,48,4.152294000000438,2.116581922386607,-0.14094699999986915,456.144
599,49,0.001374999999825377,1.9843814897374332,-0.14232199999969453,466.528
600,50,0.010336999999708496,1.8610037091288254,-0.15265899999940302,476.912
602,51,4.076893000000382,1.9994967898082976,-4.229551999999785,481.864
606,52,34.469248000000334,2.220200240445258,1.3011999999998807,492.248
612,53,2.4836779999995997,2.2366676004174044,-1.182477999999719,502.632
613,54,0.07865600000059203,2.1017918753913536,-1.261134000000311,513.016
614,55,0.006325999999717169,1.9708252581793764,-1.2674600000000282,517.944
629,56,79.72865199999978,1.8646079295431788,-0.9961119999998118,528.328
630,57,0.9607779999996637,1.808118558946709,-1.9568899999994755,538.712
631,58,0.3400580000006812,1.7163647740125823,-2.2969480000001568,549.096
632,59,0.005139999999300926,1.6094132256367522,-2.3020879999994577,554.904
654,60,79.35222300000078,1.5493109615344065,-1.6543110000002343,565.288
655,61,3.6227359999993496,1.6789000264384655,-5.277046999999584,575.672
656,62,0.009116000000176427,1.5745385247860724,-5.28616299999976,586.056
657,63,0.9171930000002249,1.533454429486957,-6.203355999999985,596.44
658,64,0.0016120000000228174,1.4377142776440235,-6.204968000000008,601.816
664,65,30.66642799999954,1.9312053852913007,3.1286040000004505,612.2
683,66,6.3782340000007025,2.2091446737106386,-3.249630000000252,591.432
684,67,0.2506699999994453,2.086740006603689,-3.5002999999996973,601.816
685,68,0.25914900000043417,1.9725155686909854,-3.7594490000001315,611.528
702,69,73.28616799999963,2.2688478456478216,2.9543830000002345,502.896
703,70,0.16920000000027358,2.13761985529485,2.785182999999961,513.28
704,71,0.30901600000015605,2.0233321143389316,2.476166999999805,523.664
705,72,1.1716499999993175,1.9701019821927057,1.3045170000004873,534.048
706,73,1.19499900000028,1.9216580458056791,0.1095180000002074,544.432
707,74,2.305250000000342,1.9456325429428456,-2.1957320000001346,554.816
708,75,0.008969999999862921,1.8245911340089092,-2.2047019999999975,565.2
709,76,0.25763999999981024,1.7266566881333405,-2.4623419999998077,575.584
710,77,0.15688700000009703,1.6285460826250129,-2.6192289999999048,585.968
711,78,0.37842799999998533,1.5504137024609486,-2.99765699999989,596.352
712,79,0.001419000000169035,1.45360153355715,-2.999076000000059,606.736
713,80,0.17201599999953032,1.3735024377097986,-3.1710919999995895,617.12
714,81,0.04022799999984272,1.2901727853529263,-3.211319999999432,622.24
727,82,69.7979890000006,1.847162673768331,6.99069099999997,613.88
728,83,0.18349200000011479,1.7431832566578176,6.807198999999855,624.264
