Paket,Sequenz,Delta (ms),Jitter (ms),Versatz,Bandbreite
46,0,0,0,0,1.76
47,1,20.673538000000008,0.042096125000000484,-0.6735380000000077,3.52
52,2,19.824517000000014,0.050432804687499555,-0.4980550000000221,5.28
53,3,19.376146999999946,0.08627156689453419,0.1257980000000316,7.04
54,4,20.3341419999997,0.10176346896360715,-0.2083439999996699,8.8
57,5,20.48581600000034,0.125766752153403,-0.6941600000000108,10.56
58,6,19.267103000000134,0.16371239264380694,0.03873699999985547,12.32
59,7,20.469374999999673,0.18281630560354853,-0.4306379999998171,14.08
60,8,19.472890000000007,0.20433466150332633,0.0964720000001762,15.84
61,9,20.401138000000174,0.2166348701593793,-0.30466599999999744,17.6
62,10,19.49519700000019,0.23464537827440626,0.20013699999981327,19.36
63,11,20.405538999999408,0.24532622963221884,-0.2054019999995944,21.12
64,12,20.327833000000282,0.2504829027802228,-0.5332349999998769,22.88
65,13,19.640763000000334,0.257280033856438,-0.1739980000002106,24.64
66,14,20.313852999999654,0.26081584424038895,-0.48785099999986414,26.4
67,15,19.396725999999944,0.28221947897536814,0.11542300000019168,28.16
68,16,20.19256200000018,0.2766158865394189,-0.0771389999999883,29.92
69,17,20.324738000000252,0.27962351863072094,-0.4018770000002405,31.68
70,18,20.3443699999998,0.28367017371628833,-0.7462470000000394,33.44
71,19,19.601008999999976,0.2908777253590218,-0.3472560000000158,35.2
72,20,20.290514999999687,0.29085505502406334,-0.6377709999997023,36.96
73,21,19.39328999999998,0.3105959890850607,-0.03106099999968137,38.72
74,22,20.335111000000325,0.3121281772672647,-0.36617200000000594,40.48
75,23,20.406428000000233,0.31802191618807524,-0.7726000000002387,42.24
77,24,19.38973899999928,0.33628685892636545,-0.16233899999951973,44
78,25,20.489393000000746,0.3458559927435142,-0.6517320000002655,45.76
79,26,19.52666699999918,0.35382330569709586,-0.17839899999944464,47.52
81,27,20.404563000000053,0.35699453659103064,-0.5829619999994975,49.28
82,28,19.32911899999999,0.37661244055409177,0.087919000000511,51.04
83,29,20.379860000000008,0.37681541301946153,-0.29194099999949685,52.8
84,30,20.330394999999953,0.37391413720574224,-0.62233599999945,54.56
85,31,19.466887000000497,0.3838640661303523,-0.0892229999999472,56.32
86,32,20.435488000000078,0.38709056199721015,-0.5247110000000248,58.08
87,33,19.335964999999305,0.4043995893724279,0.1393240000006699,59.84
88,34,20.38677000000007,0.4032977400366555,-0.24744599999939965,61.6
89,35,20.549506000000292,0.41243575628438284,-0.7969519999996919,63.36
90,36,19.519656999999825,0.41667995901661986,-0.3166089999995165,65.12
91,37,20.34032600000046,0.4119078365781098,-0.6569349999999758,66.88
92,38,19.324443999999858,0.4283858467919868,0.018621000000166532,68.64
93,39,20.515276000000085,0.43381648136749296,-0.4966549999999188,70.4
95,40,19.306467999999768,0.45004870128203917,0.19687700000031327,72.16
96,41,20.48801999999978,0.45242190745189786,-0.29114299999946525,73.92
98,42,20.28605200000038,0.4420237882361781,-0.5771949999998469,75.68
99,43,19.396192000000156,0.45213530147140724,0.026612999999997555,77.44
100,44,20.269741999999496,0.4407357201294128,-0.24312899999949877,79.2
177,45,20.50278200000048,0.44461361262135446,-0.7459109999999782,80.96
178,46,19.31576700000005,0.4595898243325166,-0.06167800000002899,82.72
181,47,10.20586800000001,1.0429987103117337,9.732453999999962,84.48
185,48,30.498861000000034,1.6339901034172524,-0.766407000000072,86.24
186,49,9.233111999999892,2.2047962219536807,10.000481000000036,88
192,50,30.696085999999923,2.735501833081571,-0.6956049999998868,88
194,51,19.414694000000054,2.6011145935139695,-0.11029899999994086,89.76
196,52,20.457378000000062,2.4671310564193503,-0.5676770000000033,88
198,53,19.369752999999946,2.3523258028931444,0.06257000000005064,88
200,54,20.35582599999998,2.2275445652123214,-0.29325599999992846,88
201,55,10.202925999999934,2.7006401548865555,9.503818000000138,89.76
206,56,39.70636099999956,3.7634977077061182,-10.202542999999423,88
207,57,10.23548000000028,4.138561600974469,-0.43802299999970273,88
208,58,19.475891000000047,3.9126583134135613,0.08608600000025035,88
209,59,10.245563999999831,4.277769418825224,9.84052200000042,89.76
212,60,30.522130999999717,4.66804201764863,-0.6816089999992982,88
214,61,9.197173000000475,5.051466079045561,10.121218000000226,89.76
216,62,30.649139000000105,5.40132063660522,-0.5279209999998784,89.76
218,63,10.213184999999612,5.675414034317418,9.25889400000051,89.76
220,64,29.54543999999987,5.917290657172572,-0.2865459999993618,89.76
222,65,10.262640000000829,6.156044991099234,9.45081399999981,89.76
225,66,39.55585699999938,6.993533241655493,-10.105042999999569,88
226,67,10.28890500000034,7.163380851552003,-0.39394799999990937,89.76
228,68,29.40692500000023,7.303602360830017,-9.800873000000138,88
229,69,10.214888999999857,7.45869665077815,-0.01576199999999517,89.76
231,70,30.525042000000212,7.650343235104529,-10.540804000000207,88
232,71,10.172241999999642,7.786431657910518,-0.7130459999998493,88
235,72,29.47479099999964,7.891954116791089,-10.18783699999949,88
237,73,10.268808000000718,8.006906484491601,-0.4566450000002078,89.76
242,74,29.50490499999978,8.100531391710863,-9.961549999999988,88
244,75,10.223868999999468,8.205256367228968,-0.185418999999456,89.76
247,76,30.39524800000072,8.342130844277202,-10.580667000000176,88
248,77,9.24421699999948,8.49298410400991,0.17511600000034377,89.76
250,78,30.432066999999734,8.614176785009274,-10.25695099999939,88
252,79,10.215650000000096,8.687312610946188,-0.4726009999994858,88
254,80,29.552574000000277,8.74139144776207,-10.025174999999763,88
257,81,10.180379000000357,8.808780794776919,-0.20555400000012014,88
259,82,30.496201999999357,8.914244620103322,-10.701755999999477,88
260,83,9.367648000000372,9.021626331346841,-0.06940399999984947,88
